Task_ID,Title,Description,Assignee,Created_Date,Due_Date,Completed_Date,Status,Priority,Estimated_Hours,Actual_Hours,Project,Labels/Tags,Task_Complexity,Predicted_Priority,Delay_Risk_Score,Completion_Probability,AI_Recommendation
472,UI Design,Documentation task for AI Task Manager project.,Bob,11/12/2024,18/12/2024,18/12/2024,Completed,Low,15,18,Automation Bot,ML,Low,High,0.19,0.81,Automate repetitive sub-tasks
473,Backend API,Backend API task for Productivity Suite project.,Diana,22/07/2024,11/08/2024,,In Progress,Critical,19,20,Productivity Suite,AI,Medium,Medium,0.27,0.73,Maintain current workflow efficiency
474,Model Training,UI Design task for Productivity Suite project.,Fiona,01/07/2024,24/07/2024,24/07/2024,Completed,Low,10,11,Automation Bot,frontend,High,Low,0.63,0.37,Review task dependencies
475,Testing,Testing task for Smart Workflow project.,Diana,06/12/2024,12/12/2024,12/12/2024,Completed,Medium,8,8,Smart Workflow,integration,Low,Low,0.73,0.27,Review task dependencies
476,Bug Fix,Model Training task for Automation Bot project.,Ethan,25/06/2024,06/07/2024,06/07/2024,Completed,Low,19,24,Automation Bot,NLP,Medium,Critical,0.27,0.73,Automate repetitive sub-tasks
477,Bug Fix,Data Analysis task for Smart Workflow project.,Ethan,02/01/2024,09/01/2024,,To Do,High,10,13,Data Analytics,testing,Low,Medium,0.62,0.38,Maintain current workflow efficiency
478,Backend API,Documentation task for Productivity Suite project.,Bob,03/05/2024,15/05/2024,15/05/2024,Completed,High,6,10,Productivity Suite,backend,High,High,0.28,0.72,Automate repetitive sub-tasks
479,Backend API,Backend API task for Data Analytics project.,Charlie,02/01/2024,06/01/2024,,In Progress,High,13,12,Data Analytics,integration,High,Medium,0.91,0.09,Reassign to experienced member
480,Data Analysis,User Feedback Integration task for Smart Workflow project.,Fiona,03/06/2024,11/06/2024,11/06/2024,Completed,High,8,9,Data Analytics,database,Low,High,0.84,0.16,Review task dependencies
481,Documentation,Documentation task for Smart Workflow project.,Hannah,28/05/2024,18/06/2024,18/06/2024,Completed,Low,20,22,Productivity Suite,AI,Low,High,0.44,0.56,Maintain current workflow efficiency
482,Bug Fix,Backend API task for Automation Bot project.,George,28/08/2024,12/09/2024,12/09/2024,Completed,Low,16,19,Smart Workflow,testing,Low,Critical,0.98,0.02,Automate repetitive sub-tasks
483,User Feedback Integration,Documentation task for Automation Bot project.,Alice,13/09/2024,17/09/2024,,In Progress,High,16,16,Smart Workflow,database,Medium,Low,0.56,0.44,Maintain current workflow efficiency
484,Model Training,Model Training task for Smart Workflow project.,Diana,11/08/2024,22/08/2024,22/08/2024,Completed,High,7,7,AI Task Manager,testing,High,Medium,0.26,0.74,Maintain current workflow efficiency
485,Bug Fix,Documentation task for Productivity Suite project.,Alice,23/12/2024,08/01/2025,,On Hold,Low,18,17,Data Analytics,backend,Low,Medium,0.43,0.57,Increase resources for faster completion
486,User Feedback Integration,Backend API task for Data Analytics project.,Fiona,02/11/2024,16/11/2024,16/11/2024,Completed,Medium,7,5,Automation Bot,ML,Medium,Low,0.64,0.36,Maintain current workflow efficiency
487,Backend API,Documentation task for Automation Bot project.,Fiona,08/05/2024,21/05/2024,21/05/2024,Completed,High,15,14,Smart Workflow,NLP,Medium,Medium,0.51,0.49,Automate repetitive sub-tasks
488,Data Analysis,User Feedback Integration task for Productivity Suite project.,Charlie,11/01/2024,21/01/2024,,On Hold,High,2,7,Data Analytics,database,Low,Medium,0.74,0.26,Automate repetitive sub-tasks
489,Data Analysis,Bug Fix task for Smart Workflow project.,Hannah,17/06/2024,12/07/2024,,Completed,Critical,7,6,Data Analytics,testing,High,Medium,0.8,0.2,Increase resources for faster completion
490,User Feedback Integration,UI Design task for Smart Workflow project.,Diana,03/06/2024,08/06/2024,08/06/2024,Completed,High,20,25,Data Analytics,frontend,High,High,0.54,0.46,Maintain current workflow efficiency
491,User Feedback Integration,User Feedback Integration task for Data Analytics project.,Diana,21/09/2024,14/10/2024,14/10/2024,Completed,Critical,4,6,Productivity Suite,backend,Medium,High,0.63,0.37,Increase resources for faster completion
492,Bug Fix,User Feedback Integration task for AI Task Manager project.,Charlie,25/03/2024,14/04/2024,14/04/2024,Completed,Medium,13,11,AI Task Manager,AI,High,Critical,0.7,0.3,Reassign to experienced member
493,Data Analysis,UI Design task for Automation Bot project.,Fiona,23/12/2024,15/01/2025,15/01/2025,Completed,Low,4,4,Data Analytics,testing,Low,Low,0.27,0.73,Increase resources for faster completion
494,User Feedback Integration,Data Analysis task for Data Analytics project.,Ethan,10/11/2024,05/12/2024,05/12/2024,Completed,Medium,18,20,Smart Workflow,database,High,Critical,0.38,0.62,Review task dependencies
495,Bug Fix,Data Analysis task for AI Task Manager project.,Fiona,07/11/2024,18/11/2024,18/11/2024,Completed,Medium,11,15,Automation Bot,frontend,High,Low,0.47,0.53,Maintain current workflow efficiency
496,Testing,Data Analysis task for Smart Workflow project.,Bob,20/10/2024,03/11/2024,03/11/2024,Completed,Low,11,9,Smart Workflow,NLP,High,Critical,0.17,0.83,Automate repetitive sub-tasks
497,UI Design,Backend API task for Productivity Suite project.,Fiona,15/08/2024,06/09/2024,06/09/2024,Completed,High,4,2,AI Task Manager,testing,High,Critical,0.73,0.27,Review task dependencies
498,Backend API,Bug Fix task for AI Task Manager project.,Ethan,28/10/2024,08/11/2024,08/11/2024,Completed,Critical,15,16,Automation Bot,backend,Medium,Critical,0.51,0.49,Automate repetitive sub-tasks
499,UI Design,Backend API task for Data Analytics project.,Alice,22/07/2024,26/07/2024,,Completed,Medium,19,17,Smart Workflow,ML,Low,Low,0.4,0.6,Reassign to experienced member
500,Testing,Backend API task for Automation Bot project.,George,19/01/2024,31/01/2024,31/01/2024,Completed,Medium,13,16,Smart Workflow,testing,High,Critical,0.67,0.33,Reassign to experienced member
501,UI Design,Bug Fix task for Automation Bot project.,Diana,27/09/2024,03/10/2024,03/10/2024,Completed,Critical,3,2,AI Task Manager,frontend,Medium,Low,0.42,0.58,Automate repetitive sub-tasks
502,Backend API,Testing task for Data Analytics project.,George,13/02/2024,07/03/2024,07/03/2024,Completed,Critical,14,16,Data Analytics,frontend,High,Critical,0.4,0.6,Reassign to experienced member
503,Data Analysis,Data Analysis task for Smart Workflow project.,Ethan,26/01/2024,20/02/2024,20/02/2024,Completed,Low,15,14,AI Task Manager,testing,Medium,Critical,0.67,0.33,Increase resources for faster completion
504,Backend API,Backend API task for AI Task Manager project.,George,18/07/2024,04/08/2024,04/08/2024,Completed,Low,6,6,AI Task Manager,integration,Low,Critical,0.06,0.94,Maintain current workflow efficiency
505,Data Analysis,Model Training task for Automation Bot project.,Diana,26/04/2024,17/05/2024,,To Do,Medium,17,15,AI Task Manager,frontend,Low,Critical,0.81,0.19,Maintain current workflow efficiency
506,Documentation,UI Design task for Smart Workflow project.,George,04/03/2024,14/03/2024,,To Do,Medium,10,11,Automation Bot,database,Medium,High,0.32,0.68,Reassign to experienced member
507,UI Design,User Feedback Integration task for Smart Workflow project.,Bob,16/04/2024,04/05/2024,,In Progress,High,16,14,Automation Bot,backend,Medium,Low,0.26,0.74,Reassign to experienced member
508,UI Design,User Feedback Integration task for Productivity Suite project.,Hannah,15/09/2024,09/10/2024,09/10/2024,Completed,Critical,8,6,Automation Bot,AI,Low,Medium,0.75,0.25,Review task dependencies
509,Data Analysis,Documentation task for AI Task Manager project.,Bob,25/01/2024,19/02/2024,19/02/2024,Completed,Medium,2,6,Smart Workflow,ML,High,High,0.95,0.05,Increase resources for faster completion
510,Model Training,Documentation task for Smart Workflow project.,Charlie,28/08/2024,10/09/2024,,On Hold,Low,14,18,Smart Workflow,backend,High,Low,0.39,0.61,Increase resources for faster completion
511,Testing,Model Training task for AI Task Manager project.,Ethan,09/01/2024,02/02/2024,02/02/2024,Completed,High,5,7,AI Task Manager,ML,Medium,Low,0.7,0.3,Maintain current workflow efficiency
512,Backend API,Backend API task for Automation Bot project.,George,05/07/2024,20/07/2024,,On Hold,High,6,10,Productivity Suite,NLP,High,Critical,0.26,0.74,Reassign to experienced member
513,UI Design,Backend API task for Data Analytics project.,Alice,12/06/2024,28/06/2024,,Completed,High,6,7,Productivity Suite,backend,Medium,High,0.67,0.33,Increase resources for faster completion
514,Model Training,Model Training task for Smart Workflow project.,Diana,10/02/2024,24/02/2024,24/02/2024,Completed,Medium,2,5,Automation Bot,testing,Medium,High,0.49,0.51,Reassign to experienced member
515,Backend API,Bug Fix task for AI Task Manager project.,Diana,21/07/2024,26/07/2024,26/07/2024,Completed,Critical,9,10,Smart Workflow,NLP,High,Critical,0.24,0.76,Reassign to experienced member
516,Data Analysis,Model Training task for Data Analytics project.,Charlie,10/11/2024,26/11/2024,26/11/2024,Completed,Low,3,6,Data Analytics,ML,High,Medium,0.85,0.15,Review task dependencies
517,Documentation,User Feedback Integration task for Data Analytics project.,Diana,02/09/2024,05/09/2024,05/09/2024,Completed,Critical,5,4,Smart Workflow,frontend,Low,Low,0.51,0.49,Increase resources for faster completion
518,Testing,Testing task for Automation Bot project.,Fiona,02/05/2024,15/05/2024,,In Progress,Critical,15,19,AI Task Manager,backend,High,Medium,0.29,0.71,Review task dependencies
519,User Feedback Integration,Testing task for Data Analytics project.,Bob,12/10/2024,24/10/2024,,On Hold,Medium,13,13,Smart Workflow,testing,Medium,Medium,0.54,0.46,Maintain current workflow efficiency
520,Model Training,Model Training task for AI Task Manager project.,Hannah,07/06/2024,23/06/2024,23/06/2024,Completed,High,3,2,AI Task Manager,database,Medium,Low,0.41,0.59,Reassign to experienced member
521,Documentation,Model Training task for Smart Workflow project.,Fiona,10/04/2024,30/04/2024,30/04/2024,Completed,High,3,4,AI Task Manager,NLP,Medium,Low,0.31,0.69,Reassign to experienced member
522,Testing,Bug Fix task for Automation Bot project.,Alice,13/11/2024,23/11/2024,,In Progress,High,4,4,Automation Bot,integration,Medium,Medium,0.02,0.98,Automate repetitive sub-tasks
523,Documentation,Backend API task for Productivity Suite project.,Bob,17/07/2024,23/07/2024,23/07/2024,Completed,High,17,17,Data Analytics,AI,High,High,0.58,0.42,Maintain current workflow efficiency
524,Backend API,Bug Fix task for Smart Workflow project.,Alice,06/07/2024,13/07/2024,13/07/2024,Completed,Medium,13,14,Data Analytics,backend,Medium,Medium,0.46,0.54,Automate repetitive sub-tasks
525,UI Design,Backend API task for AI Task Manager project.,Diana,19/12/2024,23/12/2024,23/12/2024,Completed,High,8,8,Smart Workflow,frontend,High,Low,0.39,0.61,Reassign to experienced member
526,Bug Fix,Bug Fix task for Productivity Suite project.,Diana,18/08/2024,27/08/2024,27/08/2024,Completed,Critical,11,14,Data Analytics,frontend,Low,Critical,0.55,0.45,Automate repetitive sub-tasks
527,Documentation,Data Analysis task for Smart Workflow project.,Fiona,18/07/2024,12/08/2024,,On Hold,Low,8,13,Data Analytics,backend,Low,Low,0.91,0.09,Reassign to experienced member
528,User Feedback Integration,UI Design task for Automation Bot project.,Hannah,02/01/2024,12/01/2024,,In Progress,Low,20,21,Productivity Suite,frontend,Medium,Low,0.89,0.11,Maintain current workflow efficiency
529,Documentation,Bug Fix task for AI Task Manager project.,Charlie,01/03/2024,15/03/2024,15/03/2024,Completed,Critical,10,10,Data Analytics,backend,High,High,0.81,0.19,Automate repetitive sub-tasks
530,Documentation,Bug Fix task for Automation Bot project.,Alice,12/02/2024,19/02/2024,19/02/2024,Completed,Medium,6,11,Automation Bot,AI,Medium,Medium,0.88,0.12,Maintain current workflow efficiency
531,Data Analysis,UI Design task for Smart Workflow project.,Fiona,25/12/2024,14/01/2025,,On Hold,Medium,11,10,Productivity Suite,database,High,Low,0.7,0.3,Automate repetitive sub-tasks
532,User Feedback Integration,Backend API task for AI Task Manager project.,Diana,19/08/2024,06/09/2024,06/09/2024,Completed,High,2,3,Data Analytics,backend,High,Low,0.8,0.2,Increase resources for faster completion
533,Documentation,UI Design task for Data Analytics project.,Bob,10/11/2024,17/11/2024,17/11/2024,Completed,Critical,16,15,Smart Workflow,NLP,Medium,Medium,0.6,0.4,Maintain current workflow efficiency
534,Bug Fix,User Feedback Integration task for Data Analytics project.,Ethan,19/03/2024,22/03/2024,,To Do,High,3,1,AI Task Manager,testing,Medium,Low,0.64,0.36,Increase resources for faster completion
535,Backend API,Bug Fix task for Smart Workflow project.,Charlie,06/10/2024,19/10/2024,19/10/2024,Completed,Low,8,9,AI Task Manager,integration,High,Low,0.2,0.8,Review task dependencies
536,Backend API,UI Design task for Automation Bot project.,Charlie,09/03/2024,23/03/2024,23/03/2024,Completed,Critical,17,20,Automation Bot,AI,High,High,0.27,0.73,Review task dependencies
537,Documentation,Backend API task for Productivity Suite project.,Hannah,11/12/2024,03/01/2025,03/01/2025,Completed,Medium,4,3,Productivity Suite,testing,High,Critical,0.66,0.34,Increase resources for faster completion
538,UI Design,Backend API task for Smart Workflow project.,Bob,21/04/2024,25/04/2024,25/04/2024,Completed,Low,20,21,Productivity Suite,testing,Low,Low,0.09,0.91,Review task dependencies
539,Model Training,Bug Fix task for Data Analytics project.,Fiona,20/10/2024,27/10/2024,27/10/2024,Completed,Medium,17,17,Data Analytics,NLP,Low,Low,0.35,0.65,Maintain current workflow efficiency
540,Model Training,Documentation task for AI Task Manager project.,Ethan,07/09/2024,20/09/2024,20/09/2024,Completed,Critical,2,7,AI Task Manager,integration,High,Critical,0.96,0.04,Automate repetitive sub-tasks
541,Documentation,Model Training task for Data Analytics project.,Diana,10/02/2024,17/02/2024,17/02/2024,Completed,Low,13,12,Productivity Suite,database,High,Low,0.03,0.97,Automate repetitive sub-tasks
542,Testing,Testing task for Automation Bot project.,Ethan,04/09/2024,09/09/2024,09/09/2024,Completed,Critical,7,12,Data Analytics,integration,High,High,0.6,0.4,Review task dependencies
543,Bug Fix,UI Design task for Smart Workflow project.,Alice,03/05/2024,07/05/2024,,In Progress,High,11,9,Automation Bot,integration,Low,Medium,0.02,0.98,Increase resources for faster completion
544,Documentation,Testing task for Data Analytics project.,Fiona,02/12/2024,16/12/2024,16/12/2024,Completed,Critical,10,8,Data Analytics,AI,Medium,Medium,0.36,0.64,Reassign to experienced member
545,UI Design,Data Analysis task for Data Analytics project.,Ethan,19/03/2024,25/03/2024,25/03/2024,Completed,Low,7,7,Data Analytics,backend,Medium,Medium,0.9,0.1,Reassign to experienced member
546,Documentation,Backend API task for Productivity Suite project.,George,16/05/2024,22/05/2024,,In Progress,Low,13,15,AI Task Manager,database,Medium,High,0.25,0.75,Automate repetitive sub-tasks
547,Bug Fix,Model Training task for AI Task Manager project.,Bob,20/08/2024,12/09/2024,12/09/2024,Completed,Low,14,15,AI Task Manager,NLP,High,Critical,0.99,0.01,Increase resources for faster completion
548,Documentation,Bug Fix task for Smart Workflow project.,George,22/09/2024,30/09/2024,30/09/2024,Completed,Critical,13,17,Smart Workflow,ML,Medium,Medium,0.85,0.15,Maintain current workflow efficiency
549,Model Training,Bug Fix task for Automation Bot project.,Ethan,17/07/2024,09/08/2024,09/08/2024,Completed,Critical,9,13,Smart Workflow,AI,Medium,High,0.47,0.53,Increase resources for faster completion
550,Data Analysis,Documentation task for Automation Bot project.,Hannah,01/06/2024,19/06/2024,,Completed,Critical,6,4,Automation Bot,database,Medium,Critical,0.67,0.33,Reassign to experienced member
551,Data Analysis,Backend API task for Data Analytics project.,George,07/09/2024,27/09/2024,,In Progress,Critical,4,7,AI Task Manager,ML,High,Low,0.56,0.44,Review task dependencies
552,Testing,Testing task for AI Task Manager project.,Bob,07/11/2024,16/11/2024,,In Progress,High,3,8,Productivity Suite,backend,Low,Critical,0.77,0.23,Review task dependencies
